#PSR	RA	DEC	IntTime	ExpPrecision
J1747-4036	266.95298707333	-40.61521469444	307.2	0.5915403621055795
J1751-2857	267.88622165	-28.9629222	643.1999999999999	0.913783800104452
J1756-2251	269.1943068	-22.866519	758.4	0.912870929175277
J1757-5322	269.3131643	-53.3740078	307.2	0.814280868824347
J1801-1417	270.46280555	-14.2929239	307.2	0.6572670690061994
J1802-2124	270.52222873	-21.4010166	307.2	0.4500453680834115
J1804-2717	271.08805453	-27.2920375	355.2	0.9128709291752769
J1804-2858	271.00635	-28.97961	1324.8	0.9146966710336275
J1811-2405	272.83272521	-24.088451	307.2	0.2629068276024798
J1825-0319	276.483138	-3.332658	1152.0	0.9146966710336275
J1832-0836	278.11497675	-8.6152692	307.2	0.3322850182198008
J1843-1113	280.92192465	-11.22529683	307.2	0.3085503740612436
J1843-1448	280.7557292	-14.803503	2246.4	0.9146966710336274
J1902-5105	285.51186844708	-51.09915834722	307.2	0.25651673109825285
J1903-7051	285.9116426204	-70.862065828	307.2	0.556851266796919
J1909-3744	287.447652429	-37.737328222	307.2	0.04381780460041329
J1911-1114	287.95534304	-11.2395781	873.6	0.9128709291752769
J1918-0642	289.700136342	-6.70969457	307.2	0.3258949217155738
J1933-6211	293.3851112	-62.1963544	441.59999999999997	0.9201738966086789
J1946-5403	296.6	-54.0618	307.2	0.3359365019365019
J2010-1323	302.6913379	-13.3989119	307.2	0.3761028228202141
J2039-3616	309.8191	-36.27144	451.2	0.9128709291752769
J2124-3358	321.18272301	-33.97907469	307.2	0.5614156214427952
J2129-5721	322.34485547	-57.35394393	307.2	0.5139463331256808
J2145-0750	326.4602666	-7.8384548	307.2	0.45369685180011265
J2150-0326	327.61347	-3.44244	307.2	0.5203364296299079
J2222-0137	335.52487125	-1.62103456	307.2	0.5696314598053728
J2229+2643	337.46201887	26.73268012	864.0	0.9128709291752769
J2234+0944	338.695206	9.74182	307.2	0.6043205551140334
J2236-5527	339.216036	-55.463569	3033.6	0.9146966710336274
J2241-5236	340.4250708242	-52.610058683	307.2	0.0474692883171144
J2317+1439	349.2884931	14.6586561	307.2	0.6572670690061994
J2322+2057	350.5930632	20.9507437	1248.0	0.9146966710336272
J2322-2650	350.64433355	-26.84953261	345.59999999999997	0.9247382512545553
