#PSR	RA	DEC	IntTime	ExpPrecision
J1719-1438	259.7919706	-14.6335951	1376.0	0.7099352083112938
J1721-2457	260.2729079	-24.951714	3616.0	0.707813887967734
J1730-2304	262.5902557	-23.075333	512.0	0.34153257531310244
J1731-1847	262.82337796	-18.7923888	512.0	0.6689230150024739
J1732-5049	263.19902804	-50.8167113	512.0	0.5112382027978738
J1737-0811	264.4463015	-8.1858019	1792.0	0.7085209947489205
J1744-1134	266.123	-11.5819	512.0	0.08838834764831843
J1747-4036	266.95298707333	-40.61521469444	512.0	0.4582051942088827
J1751-2857	267.88622165	-28.9629222	1072.0	0.7078138879677339
J1756-2251	269.1943068	-22.866519	1264.0	0.7071067811865476
J1757-5322	269.3131643	-53.3740078	512.0	0.6307392488184004
J1801-1417	270.46280555	-14.2929239	512.0	0.5091168824543142
J1802-2124	270.52222873	-21.4010166	512.0	0.3486036431249679
J1804-2717	271.08805453	-27.2920375	592.0	0.7071067811865475
J1804-2858	271.00635	-28.97961	2208.0	0.7085209947489206
J1811-2405	272.83272521	-24.088451	512.0	0.20364675298172566
J1825-0319	276.483138	-3.332658	1920.0	0.7085209947489206
J1832-0836	278.11497675	-8.6152692	512.0	0.2573868683519033
J1843-1113	280.92192465	-11.22529683	512.0	0.23900209204105302
J1843-1448	280.7557292	-14.803503	3744.0	0.7085209947489206
J1902-5105	285.51186844708	-51.09915834722	512.0	0.19869700551341987
J1903-7051	285.9116426204	-70.862065828	512.0	0.43133513652379396
J1909-3744	287.447652429	-37.737328222	512.0	0.03394112549695428
J1911-1114	287.95534304	-11.2395781	1456.0	0.7071067811865476
J1918-0642	289.700136342	-6.70969457	512.0	0.25243712088359743
J1933-6211	293.3851112	-62.1963544	736.0	0.7127636354360398
J1946-5403	296.6	-54.0618	512.0	0.26021529547664946
J2010-1323	302.6913379	-13.3989119	512.0	0.29132799384885755
J2039-3616	309.8191	-36.27144	752.0	0.7071067811865475
J2124-3358	321.18272301	-33.97907469	512.0	0.43487067042972666
J2129-5721	322.34485547	-57.35394393	512.0	0.3981011178080262
J2145-0750	326.4602666	-7.8384548	512.0	0.35143207024971407
J2150-0326	327.61347	-3.44244	512.0	0.40305086527633205
J2222-0137	335.52487125	-1.62103456	512.0	0.44123463146040565
J2229+2643	337.46201887	26.73268012	1440.0	0.7071067811865475
J2234+0944	338.695206	9.74182	512.0	0.4681046891454944
J2236-5527	339.216036	-55.463569	5056.0	0.7085209947489206
J2241-5236	340.4250708242	-52.610058683	512.0	0.036769552621700466
J2317+1439	349.2884931	14.6586561	512.0	0.5091168824543142
J2322+2057	350.5930632	20.9507437	2080.0	0.7085209947489205
J2322-2650	350.64433355	-26.84953261	576.0	0.7162991693419726
