#PSR	RA	DEC	IntTime	ExpPrecision
J1543-5149	235.93396	-51.831858	435.2	0.7485578291150335
J1545-4550	236.48310705	-45.8437599	435.2	0.24542879643115853
J1547-5709	236.85052	-57.1548805	1047.2	0.77003284880276
J1600-3053	240.21627	-30.89704	435.2	0.09817151857246342
J1603-7202	240.89866466	-72.04241679	435.2	0.4095593040444958
J1614-2230	243.65211392	-22.5086863	435.2	0.19634303714492685
J1629-6902	247.2865442	-69.045915	435.2	0.32519315527128506
J1643-1224	250.91	-12.4163	435.2	0.22625467170997426
J1652-4838	253.0	-48.6	1468.8	0.77003284880276
J1653-2054	253.37929	-20.91531	2271.2	0.7684989188250653
J1658-5324	254.6639318925	-53.40194565	544.0	0.768498918825065
J1705-1903	256.43271	-19.06148	435.2	0.14418941790330564
J1708-3506	257.0734259846	-35.106293383	1863.2	0.7692658838139123
J1713+0747	258.45639	7.79375	435.2	0.07439560391819493
J1719-1438	259.7919706	-14.6335951	1169.6	0.77003284880276
J1721-2457	260.2729079	-24.951714	3073.6	0.7677319538362177
J1730-2304	262.5902557	-23.075333	435.2	0.3704440896132799
J1731-1847	262.82337796	-18.7923888	435.2	0.7255488794496123
J1732-5049	263.19902804	-50.8167113	435.2	0.5545156869366488
J1737-0811	264.4463015	-8.1858019	1523.2	0.768498918825065
J1744-1134	266.123	-11.5819	435.2	0.0958706236059213
J1747-4036	266.95298707333	-40.61521469444	435.2	0.49699331277309605
J1751-2857	267.88622165	-28.9629222	911.1999999999999	0.7677319538362178
J1756-2251	269.1943068	-22.866519	1074.3999999999999	0.7669649888473706
J1757-5322	269.3131643	-53.3740078	435.2	0.6841327700518545
J1801-1417	270.46280555	-14.2929239	435.2	0.5522147919701067
J1802-2124	270.52222873	-21.4010166	435.2	0.37811373950175364
J1804-2717	271.08805453	-27.2920375	503.2	0.7669649888473704
J1804-2858	271.00635	-28.97961	1876.8	0.7684989188250652
J1811-2405	272.83272521	-24.088451	435.2	0.2208859167880427
J1825-0319	276.483138	-3.332658	1632.0	0.7684989188250652
J1832-0836	278.11497675	-8.6152692	435.2	0.27917525594044285
J1843-1113	280.92192465	-11.22529683	435.2	0.2592341662304112
J1843-1448	280.7557292	-14.803503	3182.4	0.7684989188250652
J1902-5105	285.51186844708	-51.09915834722	435.2	0.21551716186611114
J1903-7051	285.9116426204	-70.862065828	435.2	0.46784864319689595
J1909-3744	287.447652429	-37.737328222	435.2	0.03681431946467378
J1911-1114	287.95534304	-11.2395781	1237.6	0.7669649888473705
J1918-0642	289.700136342	-6.70969457	435.2	0.27380650101851123
J1933-6211	293.3851112	-62.1963544	625.6	0.7731007087581493
J1946-5403	296.6	-54.0618	435.2	0.28224311589583234
J2010-1323	302.6913379	-13.3989119	435.2	0.31598957540511663
J2039-3616	309.8191	-36.27144	639.1999999999999	0.7669649888473704
J2124-3358	321.18272301	-33.97907469	435.2	0.47168346814113277
J2129-5721	322.34485547	-57.35394393	435.2	0.43180128872106954
J2145-0750	326.4602666	-7.8384548	435.2	0.38118159945714314
J2150-0326	327.61347	-3.44244	435.2	0.43717004364300116
J2222-0137	335.52487125	-1.62103456	435.2	0.4785861530407592
J2229+2643	337.46201887	26.73268012	1224.0	0.7669649888473705
J2234+0944	338.695206	9.74182	435.2	0.5077308226169592
J2236-5527	339.216036	-55.463569	4297.599999999999	0.7684989188250652
J2241-5236	340.4250708242	-52.610058683	435.2	0.03988217942006326
J2317+1439	349.2884931	14.6586561	435.2	0.5522147919701067
J2322+2057	350.5930632	20.9507437	1768.0	0.768498918825065
J2322-2650	350.64433355	-26.84953261	489.59999999999997	0.7769355337023862
