#PSR	RA	DEC	IntTime	ExpPrecision
J1801-1417	270.46280555	-14.2929239	384.0	0.5878775382679627
J1802-2124	270.52222873	-21.4010166	384.0	0.402532814397369
J1804-2717	271.08805453	-27.2920375	444.0	0.816496580927726
J1804-2858	271.00635	-28.97961	1656.0	0.8181295740895814
J1811-2405	272.83272521	-24.088451	384.0	0.23515101530718513
J1825-0319	276.483138	-3.332658	1440.0	0.8181295740895814
J1832-0836	278.11497675	-8.6152692	384.0	0.29720475545769226
J1843-1113	280.92192465	-11.22529683	384.0	0.2759758443535714
J1843-1448	280.7557292	-14.803503	2808.0	0.8181295740895814
J1902-5105	285.51186844708	-51.09915834722	384.0	0.22943553924069107
J1903-7051	285.9116426204	-70.862065828	384.0	0.49806291436591293
J1909-3744	287.447652429	-37.737328222	384.0	0.03919183588453085
J1911-1114	287.95534304	-11.2395781	1092.0	0.8164965809277261
J1918-0642	289.700136342	-6.70969457	384.0	0.29148927939119823
J1933-6211	293.3851112	-62.1963544	552.0	0.8230285535751477
J1946-5403	296.6	-54.0618	384.0	0.3004707417814032
J2010-1323	302.6913379	-13.3989119	384.0	0.33639659134222316
J2039-3616	309.8191	-36.27144	564.0	0.816496580927726
J2124-3358	321.18272301	-33.97907469	384.0	0.5021453972705515
J2129-5721	322.34485547	-57.35394393	384.0	0.4596875750623098
J2145-0750	326.4602666	-7.8384548	384.0	0.4057988007210798
J2150-0326	327.61347	-3.44244	384.0	0.46540305112880387
J2222-0137	335.52487125	-1.62103456	384.0	0.509493866498901
J2229+2643	337.46201887	26.73268012	1080.0	0.8164965809277261
J2234+0944	338.695206	9.74182	384.0	0.5405207365741547
J2236-5527	339.216036	-55.463569	3792.0	0.8181295740895814
J2241-5236	340.4250708242	-52.610058683	384.0	0.042457822208241756
J2317+1439	349.2884931	14.6586561	384.0	0.5878775382679627
J2322+2057	350.5930632	20.9507437	1560.0	0.8181295740895813
J2322-2650	350.64433355	-26.84953261	432.0	0.8271110364797863
