#PSR	RA	DEC	IntTime	ExpPrecision
J1658-5324	254.6639318925	-53.40194565	416.0	0.8788121353456433
J1705-1903	256.43271	-19.06148	332.8	0.1648869076297215
J1708-3506	257.0734259846	-35.106293383	1424.8	0.8796891933649501
J1713+0747	258.45639	7.79375	332.8	0.08507462787278182
J1719-1438	259.7919706	-14.6335951	894.4	0.8805662513842575
J1721-2457	260.2729079	-24.951714	2350.4	0.877935077326336
J1730-2304	262.5902557	-23.075333	332.8	0.42361902332529505
J1731-1847	262.82337796	-18.7923888	332.8	0.8296968862644496
J1732-5049	263.19902804	-50.8167113	332.8	0.634112947958982
J1737-0811	264.4463015	-8.1858019	1164.8	0.8788121353456431
J1744-1134	266.123	-11.5819	332.8	0.10963225241337865
J1747-4036	266.95298707333	-40.61521469444	332.8	0.5683335965109549
J1751-2857	267.88622165	-28.9629222	696.8000000000001	0.877935077326336
J1756-2251	269.1943068	-22.866519	821.6	0.8770580193070293
J1757-5322	269.3131643	-53.3740078	332.8	0.7823357532218701
J1801-1417	270.46280555	-14.2929239	332.8	0.6314817739010611
J1802-2124	270.52222873	-21.4010166	332.8	0.4323896035183654
J1804-2717	271.08805453	-27.2920375	384.8	0.8770580193070292
J1804-2858	271.00635	-28.97961	1435.2	0.8788121353456433
J1811-2405	272.83272521	-24.088451	332.8	0.2525927095604244
J1825-0319	276.483138	-3.332658	1248.0	0.8788121353456432
J1832-0836	278.11497675	-8.6152692	332.8	0.3192491190277586
J1843-1113	280.92192465	-11.22529683	332.8	0.29644561052577584
J1843-1448	280.7557292	-14.803503	2433.6	0.8788121353456433
J1902-5105	285.51186844708	-51.09915834722	332.8	0.24645330342527524
J1903-7051	285.9116426204	-70.862065828	332.8	0.5350053917772878
J1909-3744	287.447652429	-37.737328222	332.8	0.0420987849267374
J1911-1114	287.95534304	-11.2395781	946.4	0.8770580193070293
J1918-0642	289.700136342	-6.70969457	332.8	0.3131097128926094
J1933-6211	293.3851112	-62.1963544	478.40000000000003	0.8840744834614852
J1946-5403	296.6	-54.0618	332.8	0.3227573511049867
J2010-1323	302.6913379	-13.3989119	332.8	0.36134790395449606
J2039-3616	309.8191	-36.27144	488.8	0.8770580193070292
J2124-3358	321.18272301	-33.97907469	332.8	0.5393906818738229
J2129-5721	322.34485547	-57.35394393	332.8	0.4937836648698574
J2145-0750	326.4602666	-7.8384548	332.8	0.4358978355955935
J2150-0326	327.61347	-3.44244	332.8	0.49992307100500666
J2222-0137	335.52487125	-1.62103456	332.8	0.5472842040475863
J2229+2643	337.46201887	26.73268012	936.0	0.8770580193070292
J2234+0944	338.695206	9.74182	332.8	0.5806124087812533
J2236-5527	339.216036	-55.463569	3286.4	0.8788121353456432
J2241-5236	340.4250708242	-52.610058683	332.8	0.045607017003965515
J2317+1439	349.2884931	14.6586561	332.8	0.6314817739010611
J2322+2057	350.5930632	20.9507437	1352.0	0.8788121353456431
J2322-2650	350.64433355	-26.84953261	374.40000000000003	0.8884597735580204
