#PSR	RA	DEC	IntTime	ExpPrecision
J1744-1134	266.123	-11.5819	409.6	0.09882117688026186
J1747-4036	266.95298707333	-40.61521469444	409.6	0.5122889809472774
J1751-2857	267.88622165	-28.9629222	857.6	0.7913599844571368
J1756-2251	269.1943068	-22.866519	1011.2	0.790569415042095
J1757-5322	269.3131643	-53.3740078	409.6	0.7051879182175487
J1801-1417	270.46280555	-14.2929239	409.6	0.5692099788303083
J1802-2124	270.52222873	-21.4010166	409.6	0.38975072161575275
J1804-2717	271.08805453	-27.2920375	473.6	0.7905694150420949
J1804-2858	271.00635	-28.97961	1766.4	0.7921505538721789
J1811-2405	272.83272521	-24.088451	409.6	0.2276839915321233
J1825-0319	276.483138	-3.332658	1536.0	0.792150553872179
J1832-0836	278.11497675	-8.6152692	409.6	0.2877672670753225
J1843-1113	280.92192465	-11.22529683	409.6	0.26721246228422807
J1843-1448	280.7557292	-14.803503	2995.2000000000003	0.792150553872179
J1902-5105	285.51186844708	-51.09915834722	409.6	0.22215000562682868
J1903-7051	285.9116426204	-70.862065828	409.6	0.48224734317567786
J1909-3744	287.447652429	-37.737328222	409.6	0.03794733192202055
J1911-1114	287.95534304	-11.2395781	1164.8	0.7905694150420949
J1918-0642	289.700136342	-6.70969457	409.6	0.2822332811700278
J1933-6211	293.3851112	-62.1963544	588.8000000000001	0.7968939703624314
J1946-5403	296.6	-54.0618	409.6	0.2909295447354909
J2010-1323	302.6913379	-13.3989119	409.6	0.32571459899734306
J2039-3616	309.8191	-36.27144	601.6	0.7905694150420949
J2124-3358	321.18272301	-33.97907469	409.6	0.4862001902508883
J2129-5721	322.34485547	-57.35394393	409.6	0.44509058066869933
J2145-0750	326.4602666	-7.8384548	409.6	0.3929129992759211
J2150-0326	327.61347	-3.44244	409.6	0.450624566573994
J2222-0137	335.52487125	-1.62103456	409.6	0.49331531498626713
J2229+2643	337.46201887	26.73268012	1152.0	0.790569415042095
J2234+0944	338.695206	9.74182	409.6	0.5233569527578668
J2236-5527	339.216036	-55.463569	4044.8	0.7921505538721789
J2241-5236	340.4250708242	-52.610058683	409.6	0.04110960958218893
J2317+1439	349.2884931	14.6586561	409.6	0.5692099788303083
J2322+2057	350.5930632	20.9507437	1664.0	0.7921505538721789
J2322-2650	350.64433355	-26.84953261	460.8	0.800846817437642
